Tweets,Positive,Negative
 اللہ کرے یہ اچهے صحافی جلد مر جاہیں تاکہ جلد جنت میں جاہیں اس سے پہلے کہ یہ حرامی ھو جایں ,,no
 تیری ماں چودوں تیرا اماں کا یار ھندؤں کی آنکھوں میں آنکھیں ڈالنے والے  ,,no
" یہ ساری گالیاں نواز شریف کو لگ رہی ہیں کیونکہ سودا اُسی حرامی نے کیا ہے، زرداری کے ساتھ ملُکے  ",,no
لعنتی مردود مبشر ذیدی کا کام ہی اسلام اور اسلامی احکام شریعت پرتنقیدکرنا ہے  ,,no
 او دلے کسی گشتی کی حرامی نسل تیرا بھونکنا بند نہیں ہوگا لیکن کسی دن اس کی طرح عوام کے ہتھے آیا تو مر جاۓ گا ,,no
 ایسے نہیں ایسے سن زراہ غور سے حرامی  ,,no
 لعنت اس کتے کے شکل پر  ,,no
 دو گدھے بھی پاکستان آتے اگر پاکستان سے محبت ہے ان حرامخوروں کو پاکستان سے لوٹ مار کرتے ہیں  ,,no
" اس کتے کے پلے کو کیوں گورنمنٹ نے اتنی ڈھیل دے رکھی ہے جب ،جس پہ جی چاہے بھونکتا رہتا ہے حرامزاده  ",,no
 اگست پر آپ بھارت کو کیا پیغام دینا چاہیں گے؟ میرا یہ پیغام ھے کہ کشمیر سے نکل جاو ورنہ کتے کی موت مارے جاو گے کشمیر ہمارا ھے  ,,no
 اس کتے کے بچے کھسری کو گولی مار دینی چاہئے  ,,no
 اس ظالم حکومت نے ملک کے ساتھ ظلم کیا ہے پلید کتی کو گولی مارنے کی بجا ئے جیل بھیج دیا ,,no
 کسے کتی دیا پترا تیری سزا یہی ہے تیری نسل تیرے ساتھ ہی ختم ہوجائے گی وہ دس دن سے کرفیو میں ہیں  اور تو جشن منا رہا ہے  ,,no
فوج کو کہا ان کا پشاب نکل جاے,,no
کشمیر بیچ کے اب وطن پہ ڈرامہ بازیاں کررھے ھیں ب چ کتے سؤر خنزیر  ,,no
 اللہ کرے اسے جلد ہی کتے کی موت نصیب ہو اور انڈیا کے کم از کم ٹکڑے ہوں ,,no
 جیو درباری بھونگنے والے کتے تلوے چاٹنے والے درباری پروپیگنڈہ نہ کریں,,no
اگر زرا سی شرم ہے تو ڈوب مرو کتے کے غلامو تمہارے باپ کوٹ لکھپت اور نیب کی کسٹڈی میں ہیں,,no
 تو اگر اپنے باپ کا ہے تو سامنے آ کر بات ہے کتے کے بچے تیری بہن کو بلاول ہاؤس میں لے جاکر چک کروایا ہے پوچھ لینا بغیرت انسان ,,no
 نیا مادر چود کو اضافہ ہوگیا کون ہے یہ انجم کتا اس کو سرعام گولی مارنا ,,no
 کون سےکشمیر کی آزادی جس کا سودا نیازی کتے نے امریکہ جا کر کیا  ,,no
 سبکے سب کتے کی موت میں مرے گے کسی بھی روپ میں ا جائے یہ کتے ٹھوک کے رکھ دیے گے اب انشاء اللہ ,,no
 لعنت ھے تیری بزدلانہ سوچ پر گیدڑ کی طرح زندگی گزاروں اور کتے کی موت مرو بے غیرتوں ,,no
مودی کتے کی موت مرےگا انشاءاللہ مودی کے کتے دم دبا کر باگ جائے گے کشمیر سے ,,no
 بھونک کتے کی طرح حرامزادے  ,,no
 یہ انڈین کتا ھے اس کے آباواجداد بھی انڈین کتے تھے وہ بھونک بھونک کے مر گئے یہ بھی مرجاے گا  ,,no
 یہاں تو اب کتے بھونک بھی رھے ہیں اور کاٹ بھی رھے ہیں ,,no
 اس کتی نسل کو سب پتہ ہے سودا ہو گیا ہے بند کرو یہ ڈرامے بازی کنجرو  ,,no
ڑنڈی کے بچے اوقات میں رہ آواز نیچے کر کے بات کر مریم کے کتے بھڑوے پولیس نے ایک ڈنڈا دکھایا بھاگ گۓ ,,no
 کتے کی موت تم لوگ مرو گے  ,,no
مودی تیرے دن گنے جاچکے ہیں اور جلدی کتے کی موت مرے گا  ,,no
 کتے کو جب تک چھڑی سے دھویا نہ جاۓ آپ حملے کرتا رہے گا  ,,no
 کتے بڑوے تو بچپن میں گانڈو رہا ہے بے غیرت دلال لعنت تیرے پہ ,,no
ہاں جی کُتی کے بچے کیا بنا تیری اس ماں کا تیری ماں پی ٹی آئی سے ہے ,,no
 خدا بارڈر پر نظر رکھنے والے ہر فوجی کی حفاظت فرماے اور یا اللہ جو فوجی بارﮈر پر چوکیداری کر رھا ھے اسکی حفاظت فرما جو چوکیدار سیاست کررھا ھےاسکو کتے والی موت نصیب فرما سب کہوآمین ,,no
 میں نے اس کتے کو بلاک کر دیا ھے جتنا بھونکنا ھے بھونکتا رھے میری جوتی کو بھی پرواہ نہیں ,,no
 انشإ اللہ تمام بددعاوں کے ساتھ فوج اور اسکے ٹٹو قبروں کو جایٸں گے پوری زلت اور عبرت کے ساتھ,,no
 اس کتی کے بچے کو سرعام منہ کالا کر کے گدھے پر بیٹھا کر شہر کا چکر لگوایا جائے ,,no
 شیح راشید اور کتے کے بھونکنے میں کوئی فرق نہی  ,,no
یا اللہ پاکستان مخالف لبرلز اور سیاسی پارٹیوں کو کتے کی موت عطا فرما اور غداروں کے خاندانوں کو عبرت کا نشان بنا دے آمین  ,,no
 او کھوتے خور پٹواری یہ جس کی تصویریں لگا کر تو پٹواریوں کو بیوقوف بنا رہی ہے میں اسے اچھی طرح جانتا ہوں ,,no
 سنا ہے افغانستان میں بھارت کے سفارت خانے پر حملہ سے زیادہ کتے مر چکے ہیں  ,,no
بتاؤ مودی مارا گیا ہے کیا ,,no
 کتی کے بچے قوم کو گمراہ کرنے والے بھڑوے وطن فروشوں کے بوٹ چاٹنے والے تمہارا انجام دنیا عبرت کے طور پر یاد رکھے گی ,,no
 تم افغانیوں کی گاںڈ پر لات مار کر افغانستان بھیجنے کا وقت ہوا جاتا ہے,,no
 کنجروں جو تم نے قرض لیا ھے ماں یہکو اسکا حساب دو کہ کہاں گیا؟ ,,no
 لوگو اپنے سالے کو جواب دو  ,,no
کنجروں کا دور ختم ھو چکا ھے اور یقیناً تیرا انجام انہیں پہنڑ دلالوں کیساتھ ھو گا  ,,no
 تم کنجر لوگوں کا کام ہے بھونکنا کاٹنے کی ہمت نہیں ہے تم کنجروں میں  ,,no
 بیٹا انتقام ہے یا احتساب ہم نے ان کنجروں کے ساتھ ایسا ہی کرنا ہے ,,no
" کنجری کے بچے، عمران خان کو ووٹ چوروں کو ٹانگنے اور نظام ٹھیک کرنے کے ملے، تم اپنی گشتی ماں کے ساتھ ",,no
افسوس افسوس افسوس اقلیت اقلیت کی رٹ لگانےوالےبغیرت کہاں مرگےہیں ان کنجروں یہ ظلم نظر نہیں آرہا ,,no
 اب تیری گانڈ مارنے کا ٹائم آنے والا ہے تھوڑا انتظار کرو کنجروں کی ترجمانی کرنے والی گشتی ,,no
 سزائیں ایسے نہیں مل جاتیں پہلے سانحے ماڈل ٹاؤن کرانے پڑتے ہیں ,,no
 اس کے بھی تو ایک ہزار ٹھوکو ہے,,no
 ان قاتل کنجروں کا ایک ہی حل سب کو اکٹھے باندھ کر کراچی سے بیس میل دور سمندر میں پھینک دو ,,no
لعنت ہے کنجر حکمرانوں پر جو خاموش ہیں کل جب انکی بہنوں پر ہاتھ آئے گا تب انکو اس تکلیف کا اندازہ ہوگا  ,,no
 ان کنجروں کو عقل نہی آنی یے اپنی ماں رنڈیا سے چدوا کر ہی سکون سے بیٹھیں گے ,,no
 نیب کو اِس حرکت پر چِھتر پڑنے چاہییں۔ ,,no
 ان کنجروں نے تجھے صرف یہی سکھایا ہے کہ انڈینز کے آگے ٹانگیں کیسے کھولنی ہیں گشتی عورت  ,,no
 خان نے سہی کہا تھا کہ میں ان کو رولاؤ گا ان کو تکیف پہنچے گی اوے کنجروں یہ تو پارٹی شروع ہوئی ہے ,,no
 آپ کی حکومت نے کشمیر کا سودا کیا اب دعا سے کشمیر آزاد کرلیتے ھو انڈیا حکومت کو سخت پیغام دو۔ ,,no
 بین چود خنزیر ان کنجروں نے سال کے گھنٹے چوری اور کرپشن کی لوٹ مار کی اب ان کو حکومت جس بھی جیل میں ڈالے یہ حکومت کا کام ہے ,,no
 بے غیرت سے بھی گندا لفظ ہے تو وہ ان کے لئے استعمال کریں ۔۔لعنت بے شمار ان کنجروں پر ,,no
 تیرے جیسے کنجروں کا خاتمہ ہونے والا ہے پاکستان سے انشاءلله ,,no
 ان کنجروں کی بنڈ لال رہنی چاہیئے,,no
انشاء اللہ کروائیں گے کشمیر آزاد,,no
 پرچم کا تقدس تو جان سے بھی زیادہ عزیز ہے۔ ان کنجروں کے مُنہ پر تھوکنا بھی زیادہ باعث خوشی ہے۔ ,,no
انڈین فوج کے ظلم کی وجہ سے کشمیر میں بیس دن سے سکول بند پڑے ھیں۔  ,,no
 ملالہ تم کہاں ہو؟ کئی دنوں سے کشمیر میں سکول انڈین آرمی نے بند کیئے ہوئے ہیں۔ ملالہ تمہاری بولتی کیوں بند ہے ,,no
بھارت کے سامنے جن کی بولتی بند ہو جاتی ہے  پوچھتے پھرتے ہیں کیا حملہ کردوں ؟؟  ,,no
یہ صرف عورتوں سے لڑنے جوگے ہیں ,,no
 اب کشمیر ایشو پہ کیوں بولتی بند تم لبرل موم بتیوں کی زبان کیوں گونگ ہوگئی کشمیری خواتین پر مظالم کیخلاف  ,,no
ہاں بھئی ملازمت میں توسیع مل گئی۔ ہاں بھئی حب الوطنوں۔ کیا بولتے ہو۔ یہ چغد اب کشمیر لیکر دے گا۔ ۔ بولتی کیوں بند ہو گئی ,,no
جنرل راحیل کےہوتےہوئےانڈیا کی بھی بولتی بند تھی آگر آج اس ملک میں آمن ہے تو نواز شریف اور جنرل راحیل شریف کی وجہ سے ہیں   ,,no
بولتی بند فیس بک کے زبان درازوں کی زبان سیاستدانوں کے سامنے ان کے دانتوں کے پیچھے کیوں چھپ جاتی ہے  ,,no
خان کی مخالفت میں ساری اپوزیشن بکھر کر رہ گئی ,,no
ن لیگ ھر معاملے پر بولتی ھے بس شریفوں کی جائدادوں کا کوئی جواب نھیں  ,,no
 ھاھاھا عامر بھائی آپ نے تو بولتی بند کردی بچے کی ,,no
پاکستان کے قبضے میں ہمارا پائیلٹ ہے پاکستان فوری واپس کرےباقاعدہ پائیلٹ کی تصویر بھی جاری ,,no
 تیرے جیسوں کی بولتی بند رہے گی  ,,no
 بالکل ایسے ہی ہے ان نکموں نے تو بھارت کو کہیں کا نہیں چھوڑا  ,,no
 ھاھاھا عامر بھائی آپ نے تو بولتی بند کردی بچے کی ,,no
آج کشمیریوں کی آزادی بند اپوزیشن جیل میں بند غریب کا چولہا بند میڈیا کی آزادی بند مہنگائی سے عوام کی بولتی بند ,,no
 اسکی طبیعت صاف ہوجائے گی یہ پیسے کا نشہ ہے جو سر چڑھ کر بول رہا ہے  ,,no
 اس سے پوچھ لینا باقی کوئ تصلی چاہیئے وہ بھی کر دوں گا ,,no
 سر ان کی اور ان جیسوں کی طبیعت صاف کریں قانون کا نفاذ لازم کر کے  ,,no
 یاد کرو گی امی کو جو صرف ڈانٹتی ھے ساس کے گھر کام نہیں کرو گی ساس جھاڑو لے کر تمہاری طبیعت صاف کردے گی  ,,no
تمہاری طبیعت صاف کرتی ہوں تیرے بچوں کا خیال نہ ہوتا تو کب کی تمہیں دفع دور کر چکی ہوتی  ,,no
 میں ویڈیو ڈھونڈ رہا ہوں پٹوارنوں کا حلال ڈانس کی پھر میں تیری طبیعت صاف کرتا ہوں  ,,no
 بھٹی صاحب طبیعت صاف کر دی آپ نے اس بھونڈے شاعر کی یہ فوج کو برداشت نہیں کرتا ,,no
 سب نے کافی کچھ کہہ دیا مبشر زیدی کو امید ہے موصوف کی طبیعت صاف ہوگئی ہوگی ورنہ مجھے ہی کہنا پڑتا کہ مبشر دُر فٹے مُو تیرا  ,,no
 اسکا مرض بالکل قابل علاج ہے  ,,no
عوام کے سامنے آگیا جس دن اسکی طبیعت صاف ہو جاے گی  ,,no
 ہاہاہاہا ۔۔میرے پاس اتنا سٹاک نہیں ۔۔بس اتنی ہو جاتی ہے کہ گزراہ چلتا ہے اور طبیعت صاف رہتی ہے  ,,no
 پائن تسی منہ ذرا بند کرو میں اس کی طبیعت صاف کرتا ہوں  ,,no
 جی اور ہم نے دو دن شدید بیمار رہ کر طبیعت صاف کر لی۔ بڑے شوق اور چاؤ سے  آئے تھے   ,,no
یہ پٹواری کون ہے مجھے بتائیں میں اس کی طبیعت صاف کروں آپ دل چھوٹا نہ کریں پلیز  ,,no
 بے فکر رہو انشااللہ طبیعت صاف کر دوں گا  ,,no
 جی جی جیسے صبح صبح آپ نے صدر محترم کی طبیعت صاف اوہ سوری دریافت کی  ,,no
 امید ہے اتنے سارے ایک ہی طرح کے جوابات بڑھ کر تمہاری طبیعت صاف ہوگئی ہو گی ,,no
پاکستان نے ابھی نندن کی پہلے جو طبیعت صاف کی اس پر تو اسے فوجی اعزاز ویر چکرا مل گیا ,,no
اس کے نیچے لوگوں کے جوابات نے اچھی طبیعت صاف کی ہے اگر کوئ محسوس کرنے والا ہو تو  ,,no
 اس سے بھی نکال دونگا اور اسکی طبیعت صاف کروں گا  ,,no
 آپ ان کے نام مینٹین کرتی جانا ہم طبیعت صاف کرتے جائیں گے ,,no
"مگ بو کاٹا، جہاز تباہ ہوا پہلے عوام نے طبیعت صاف کی پاک فوج نے بچایا پھر بھیگ میں انڈیا کو واپس کیا گیا ",,no
